,bhk,locality,sqft,price_per_sqft,bath,Price_Lakhs,Build_year,Age
36476,2,Bund Garden,1500,10000,2.0,150.0,2009.0,-12.0
36477,4,Koregaon Park,3800,18421,5.0,700.0,2014.0,-7.0
36478,3,Boat Club Road,2200,15909,3.0,350.0,2004.0,-17.0
36479,2,Sangamvadi,1200,14166,2.0,170.0,2009.0,-12.0
36480,1,Mundhwa,500,11503,,57.51,2021.0,0.0
36501,2,Ravet,768,6730,,51.69,2022.0,1.0
36502,2,Ravet,779,6723,,52.37,2022.0,1.0
36503,2,Ravet,761,6735,,51.25,2022.0,1.0
36504,2,Ravet,750,6743,,50.57,2022.0,1.0
36511,2,Kharadi,950,6210,1.0,59.0,2008.0,-13.0
36512,2,Kharadi,786,7379,2.0,58.0,2011.0,-10.0
36513,2,Kharadi,700,7857,2.0,55.0,2011.0,-10.0
36520,3,Undri,1029,7128,3.0,108.0,2020.0,-1.0
36521,3,Undri,784,7128,3.0,82.66,2020.0,-1.0
36522,3,Undri,783,7128,3.0,82.55,2020.0,-1.0
36523,3,Wagholi,1150,7630,3.0,87.75,2018.0,-3.0
36524,3,Undri,778,7128,3.0,82.01,2020.0,-1.0
36525,3,Undri,1079,7128,3.0,112.99999999999999,2020.0,-1.0
36526,2,Undri,914,4800,2.0,43.87,2020.0,-1.0
36527,3,Undri,1473,4800,2.0,70.7,2020.0,-1.0
36528,3,Manjari,1150,6260,2.0,72.0,2025.0,4.0
36529,3,Undri,1196,4800,2.0,57.4,2020.0,-1.0
36530,2,Undri,1137,4800,2.0,54.57,2020.0,-1.0
36531,2,Undri,1087,4800,2.0,52.17,2020.0,-1.0
36532,2,Undri,1281,4800,2.0,61.48,2020.0,-1.0
36533,2,Undri,1338,4800,2.0,64.22,2020.0,-1.0
36534,2,Undri,1057,4800,2.0,50.73,2020.0,-1.0
36535,2,Undri,900,4800,2.0,43.2,2020.0,-1.0
36536,2,Undri,710,7128,2.0,75.21,2020.0,-1.0
36537,2,Undri,708,7128,2.0,75.0,2020.0,-1.0
36538,2,Undri,670,7128,2.0,70.94,2020.0,-1.0
36539,2,Undri,775,7128,2.0,82.1,2020.0,-1.0
36541,2,Undri,568,13644,,77.49,2023.0,2.0
36543,2,Bavdhan,572,16320,,93.35,2021.0,0.0
36545,2,Hadapsar,575,12199,,70.14,2024.0,3.0
36546,2,Undri,549,13637,,74.86,2023.0,2.0
36550,1,Bavdhan,346,14240,,49.27,2021.0,0.0
36552,2,Hadapsar,546,12199,,66.61,2024.0,3.0
36553,2,Undri,517,13660,,70.62,2023.0,2.0
36554,2,Bavdhan,574,16263,,93.35,2021.0,0.0
36557,1,Bavdhan,344,14240,,48.98,2021.0,0.0
36558,2,Hadapsar,579,12199,,70.63,2024.0,3.0
36559,3,Undri,707,13644,,96.46,2023.0,2.0
36601,2,Kharadi,712,9129,2.0,65.0,2018.0,-3.0
36602,3,Kalyani Nagar,2350,13829,3.0,325.0,2009.0,-12.0
36604,2,Kharadi,1017,7374,2.0,75.0,2018.0,-3.0
36608,3,Viman Nagar,4200,15166,4.0,637.0,2018.0,-3.0
36610,4,Viman Nagar,5000,13000,5.0,650.0,2018.0,-3.0
36612,4,Viman Nagar,5500,12727,5.0,700.0,2014.0,-7.0
36613,3,Kalyani Nagar,1609,14605,3.0,235.0,2009.0,-12.0
36614,4,Viman Nagar,5200,14423,5.0,750.0,2018.0,-3.0
36616,4,Viman Nagar,4415,8607,6.0,380.0,2014.0,-7.0
36617,3,Kalyani Nagar,1750,15714,3.0,275.0,2009.0,-12.0
36618,3,Viman Nagar,2100,15000,4.0,315.0,2018.0,-3.0
36619,1,Fursungi,650,4923,1.0,32.0,2023.0,2.0
36622,2,Undri,501,13650,,68.38,2023.0,2.0
36623,2,Kharadi,702,7426,,52.13,2021.0,0.0
36624,2,Hinjewadi,515,9979,,51.39,2021.0,0.0
36632,3,Kharadi,1890,6613,3.0,125.0,2021.0,0.0
36633,2,Kharadi,1315,6463,2.0,85.0,2021.0,0.0
36634,1,Kharadi,580,7241,1.0,42.0,2020.0,-1.0
36635,3,Kharadi,1355,9225,3.0,125.0,2021.0,0.0
36636,2,Hinjewadi,715,6433,2.0,46.0,2022.0,1.0
36637,2,Kharadi,1253,6783,2.0,85.0,2021.0,0.0
36638,3,Kharadi,1360,9191,3.0,125.0,2021.0,0.0
36664,1,Kondhwa,564,8865,1.0,50.0,2020.0,-1.0
36666,2,Hinjewadi,1000,6440,2.0,64.4,2024.0,3.0
36667,1,Dhanori,810,4876,2.0,39.5,2014.0,-7.0
36668,2,Wakad,900,6000,2.0,54.0,2013.0,-8.0
36669,1,Shantiban Society,560,8571,1.0,48.0,2009.0,-12.0
36700,4,Kharadi,4000,5500,4.0,220.00000000000003,2014.0,-7.0
36701,4,Kharadi,4355,5396,5.0,235.0,2014.0,-7.0
36703,4,Kharadi,4355,5166,5.0,225.0,2014.0,-7.0
36704,3,Koregaon Park,1360,12500,3.0,170.0,2014.0,-7.0
36706,3,Koregaon Park,1800,11055,3.0,199.0,2014.0,-7.0
36727,2,Koregaon Park,1000,10000,2.0,100.0,2014.0,-7.0
36730,3,Kharadi,1779,8150,5.0,145.0,2018.0,-3.0
36731,2,Koregaon Park,1200,8250,2.0,99.0,2014.0,-7.0
36732,4,Kharadi,2491,7025,4.0,175.0,2014.0,-7.0
36733,3,Kharadi,2360,6822,4.0,161.0,2014.0,-7.0
36735,3,Kharadi,1400,7857,3.0,110.00000000000001,2009.0,-12.0
36738,3,Kharadi,1610,6521,3.0,105.0,2009.0,-12.0
36740,1,Hinjewadi,571,7355,1.0,42.0,2020.0,-1.0
36741,1,Bavdhan,662,8006,1.0,53.0,2022.0,1.0
36751,3,Bavdhan,1498,6608,3.0,99.0,2020.0,-1.0
36752,2,Wagholi,920,4673,2.0,43.0,2020.0,-1.0
36753,1,Mundhwa,600,6666,1.0,40.0,2016.0,-5.0
36754,2,Wagholi,945,4550,2.0,43.0,2020.0,-1.0
36755,2,Wagholi,675,6222,2.0,42.0,2020.0,-1.0
36756,1,Undri,580,5086,1.0,29.5,2020.0,-1.0
36757,1,Sunarwadi,588,5952,1.0,35.0,2020.0,-1.0
36758,2,Bavdhan,899,7230,2.0,65.0,2023.0,2.0
36759,3,Baner,1689,8584,3.0,145.0,2023.0,2.0
36761,2,Moshi,663,7343,,48.68,2016.0,-5.0
36798,2,Baner,1060,7547,2.0,80.0,2015.0,-6.0
36799,2,Tathawade,980,5102,2.0,50.0,2023.0,2.0
36804,3,Baner,1068,14216,,151.0,2023.0,2.0
36805,3,Baner,1070,14216,,152.0,2023.0,2.0
36806,2,Bhukum,770,9090,,70.0,2021.0,0.0
36807,2,Bhukum,709,9302,,65.95,2021.0,0.0
36808,3,Bhukum,904,9936,,89.82,2021.0,0.0
36809,3,Bhukum,888,10057,,89.3,2021.0,0.0
36810,3,Bhukum,875,10057,,88.0,2021.0,0.0
36813,2,Wagholi,1066,4878,2.0,52.0,2017.0,-4.0
36814,2,Wagholi,843,3914,2.0,33.0,2015.0,-6.0
36815,3,Undri,1354,4062,3.0,55.0,2015.0,-6.0
36820,2,Ravet,1020,5882,2.0,60.0,2023.0,2.0
36821,2,Ravet,950,6842,2.0,65.0,2023.0,2.0
36822,2,Ravet,950,4842,2.0,46.0,2023.0,2.0
36824,2,Ravet,950,4631,2.0,44.0,2022.0,1.0
36825,3,Tathawade,1100,5181,3.0,57.0,2023.0,2.0
36827,2,Tathawade,980,4897,2.0,48.0,2020.0,-1.0
36828,2,Ravet,990,5555,2.0,55.0,2023.0,2.0
36829,2,Tathawade,850,5058,2.0,43.0,2023.0,2.0
36830,2,Tathawade,920,5108,2.0,47.0,2023.0,2.0
36831,2,Tathawade,950,5052,2.0,48.0,2021.0,0.0
36832,2,Tathawade,900,5222,2.0,47.0,2019.0,-2.0
36833,2,Tathawade,930,4838,2.0,45.0,2023.0,2.0
36834,2,Tathawade,920,5217,2.0,48.0,2023.0,2.0
36835,2,Chikhali,981,4383,2.0,43.0,2021.0,0.0
36837,1,Tathawade,662,5438,1.0,36.0,2022.0,1.0
36838,2,Manjari,830,6867,2.0,57.0,2024.0,3.0
36839,2,Tathawade,904,5199,2.0,47.0,2023.0,2.0
36843,1,Dhanori,546,6593,1.0,36.0,2020.0,-1.0
36845,1,Dhanori,500,7600,2.0,38.0,2020.0,-1.0
36847,1,Kharadi,425,9882,1.0,42.0,2021.0,0.0
36849,3,Kharadi,1491,9054,3.0,135.0,2021.0,0.0
36850,1,Undri,625,3520,1.0,22.0,2018.0,-3.0
36851,3,Lohegaon,1200,5583,2.0,67.0,2015.0,-6.0
36852,3,Ravet,1418,6391,3.0,90.62,2023.0,2.0
36853,2,Lohegaon,1039,6256,2.0,65.0,2018.0,-3.0
36854,1,Lohegaon,910,3406,1.0,31.0,2017.0,-4.0
36856,2,Ravet,1071,5770,2.0,61.8,2023.0,2.0
36857,2,Bavdhan,934,6423,2.0,60.0,2029.0,8.0
36858,2,Bavdhan,934,6316,2.0,59.0,2029.0,8.0
36880,2,Ravet,890,5617,1.0,50.0,2004.0,-17.0
36882,1,Lohegaon,670,4477,1.0,30.0,2013.0,-8.0
36883,2,Wakad,889,6186,2.0,55.0,2023.0,2.0
36884,2,Wakad,850,6235,2.0,53.0,2023.0,2.0
36885,1,Dhanori,627,5103,1.0,32.0,2014.0,-7.0
36886,1,Lohegaon,690,5362,1.0,37.0,2018.0,-3.0
36887,3,Balewadi,1485,7744,2.0,114.99999999999999,2024.0,3.0
36889,2,Wakad,1016,6102,2.0,62.0,2027.0,6.0
36890,2,Pashan,1170,8974,2.0,105.0,1999.0,-22.0
36891,2,NIBM Annex Mohammadwadi,1200,4750,4.0,57.0,2021.0,0.0
36892,2,Mahalunge,657,7229,2.0,47.5,2023.0,2.0
36893,2,Wakad,776,7083,2.0,54.97,2023.0,2.0
36894,2,Bavdhan,1117,8789,2.0,98.17,2026.0,5.0
36895,2,Mahalunge,950,6842,2.0,65.0,2022.0,1.0
36896,2,SKF Colony,886,5869,1.0,52.0,1996.0,-25.0
36897,1,Mahalunge,600,6166,1.0,37.0,2022.0,1.0
36898,2,Dhanori,1000,5550,1.0,55.5,2016.0,-5.0
36899,1,Dhanori,575,5739,1.0,33.0,2012.0,-9.0
36920,4,Koregaon Park,1985,8765,3.0,174.0,2009.0,-12.0
36923,2,Wagholi,1140,4561,2.0,52.0,2016.0,-5.0
36926,3,Koregaon Park,1500,11866,3.0,178.0,2018.0,-3.0
36931,1,Koregaon Park,930,10000,1.0,93.0,2021.0,0.0
36934,2,Viman Nagar,1138,7732,2.0,88.0,2017.0,-4.0
36935,2,Viman Nagar,1333,6751,2.0,90.0,2014.0,-7.0
36936,2,Koregaon Park,965,12953,2.0,125.0,2018.0,-3.0
36938,2,Viman Nagar,910,9230,2.0,84.0,2008.0,-13.0
36939,3,Koregaon Park,1500,9333,3.0,140.0,2008.0,-13.0
36954,2,Karve Nagar,990,10808,2.0,107.0,2023.0,2.0
36955,3,Karve Nagar,1480,10608,3.0,157.0,2023.0,2.0
36958,2,Karve Nagar,720,9027,1.0,65.0,2006.0,-15.0
37000,2,Aundh,980,7346,2.0,72.0,2004.0,-17.0
37005,2,Wadgaon Sheri,1091,6874,2.0,75.0,2021.0,0.0
37015,2,Tathawade,581,11400,,66.23,2024.0,3.0
37016,2,Tathawade,587,11413,,66.99,2024.0,3.0
37017,2,Tathawade,541,12014,,64.99,2024.0,3.0
37018,2,Tathawade,546,12009,,65.57,2024.0,3.0
37019,2,Tathawade,549,12005,,65.9,2024.0,3.0
37020,3,Manjari,794,9707,,77.08,2024.0,3.0
37021,2,Manjari,554,10262,,56.85,2024.0,3.0
37023,3,Manjari,790,9708,,76.69,2024.0,3.0
37025,2,Manjari,564,10260,,57.86,2024.0,3.0
37032,3,Manjari,789,9708,,76.59,2024.0,3.0
37045,1,Ravet,470,6170,1.0,29.0,2024.0,3.0
37046,2,Hinjewadi,1063,5079,2.0,54.0,2021.0,0.0
37047,1,Hinjewadi,868,4953,1.0,43.0,2021.0,0.0
37048,2,Fursungi,820,6341,2.0,52.0,2016.0,-5.0
37049,3,Wakad,1648,6674,3.0,110.00000000000001,2023.0,2.0
37051,2,Wakad,1154,6932,2.0,80.0,2023.0,2.0
37052,2,Sus,950,5052,2.0,48.0,2017.0,-4.0
37053,2,Ravet,949,6121,2.0,58.09,2022.0,1.0
37054,2,Ravet,1021,5864,2.0,59.88,2022.0,1.0
37055,3,Hinjewadi,1597,6883,3.0,109.00000000000001,2023.0,2.0
37056,2,Ravet,999,6088,2.0,60.82,2022.0,1.0
37057,2,Hinjewadi,1005,5970,2.0,60.0,2023.0,2.0
37058,2,Ravet,1034,6073,2.0,62.8,2022.0,1.0
37062,3,Koregaon Park,2907,12039,3.0,350.0,2012.0,-9.0
37095,4,Kalyani Nagar,3972,15105,5.0,600.0,2009.0,-12.0
37096,3,Kharadi,2800,10357,3.0,290.0,2014.0,-7.0
37098,4,Kharadi,5300,5094,4.0,270.0,2014.0,-7.0
37099,3,Kalyani Nagar,1500,15000,3.0,225.0,2009.0,-12.0
37101,3,Kharadi,1620,8333,3.0,135.0,2017.0,-4.0
37102,2,Lohegaon,718,5571,1.0,40.0,2020.0,-1.0
37103,2,Kharadi,1250,10400,2.0,130.0,2019.0,-2.0
37104,2,Hadapsar,1300,8461,2.0,110.00000000000001,2017.0,-4.0
37105,3,Kharadi,1620,8024,3.0,130.0,2017.0,-4.0
37106,4,Pimpri,1000,4800,2.0,48.0,1995.0,-26.0
37107,2,Hadapsar,1300,9230,2.0,120.0,2017.0,-4.0
37109,2,Kharadi,1355,9594,2.0,130.0,2018.0,-3.0
37115,1,Viman Nagar,648,9722,1.0,63.0,2014.0,-7.0
37116,2,Hadapsar,1350,8148,2.0,110.00000000000001,2017.0,-4.0
37117,1,Viman Nagar,630,98412,1.0,620.0,2009.0,-12.0
37118,4,Kharadi,4355,9184,4.0,400.0,2014.0,-7.0
37119,4,Kharadi,3400,10294,4.0,350.0,2014.0,-7.0
37134,2,Hadapsar,1148,5226,2.0,60.0,2016.0,-5.0
37135,1,Hadapsar,790,3797,1.0,30.0,2021.0,0.0
37137,2,Alandi,821,4202,2.0,34.5,2024.0,3.0
37138,2,Bavdhan,990,7676,2.0,76.0,2011.0,-10.0
37180,2,Dhanori,950,6842,2.0,65.0,2014.0,-7.0
37181,2,Vishrantwadi,1070,5327,2.0,57.0,2011.0,-10.0
37183,2,Lohegaon,1050,4952,2.0,52.0,2018.0,-3.0
37184,1,Lohegaon,600,6333,1.0,38.0,2017.0,-4.0
37185,2,Kondhwa,1126,5506,2.0,62.0,2011.0,-10.0
37186,2,Undri,830,4819,1.0,40.0,2009.0,-12.0
37187,3,Kharadi,1390,6133,3.0,85.26,2022.0,1.0
37188,2,Kharadi,946,6304,2.0,59.64,2022.0,1.0
37189,3,Kharadi,1385,6642,3.0,92.0,2023.0,2.0
37190,1,Keshav Nagar,712,5056,1.0,36.0,2023.0,2.0
37192,2,Katraj,850,3529,1.0,30.0,1996.0,-25.0
37193,1,Wagholi,615,4878,1.0,30.0,2015.0,-6.0
37194,3,Kharadi,1071,9710,3.0,104.0,2023.0,2.0
37195,2,Kharadi,1100,7090,2.0,78.0,2023.0,2.0
37196,5,Wakad,2947,7838,5.0,231.0,2023.0,2.0
37199,2,Bhugaon,1041,4707,2.0,49.0,2020.0,-1.0
37218,3,Viman Nagar,1650,6787,3.0,112.00000000000001,2009.0,-12.0
37219,2,Sopan Baug,1324,9365,2.0,124.0,2020.0,-1.0
37224,2,Dhayari,1124,4626,2.0,52.0,2018.0,-3.0
37225,2,Tathawade,991,5247,2.0,52.0,2022.0,1.0
37227,2,Dhayari,893,4501,2.0,40.2,2018.0,-3.0
37230,2,Kharadi,1149,7136,2.0,82.0,2018.0,-3.0
37231,2,Kharadi,1138,6678,2.0,76.0,2014.0,-7.0
37232,2,Kharadi,1242,5877,2.0,73.0,2014.0,-7.0
37234,3,Kharadi,1287,5283,3.0,68.0,2009.0,-12.0
37236,2,Kharadi,1115,6367,2.0,71.0,2018.0,-3.0
37237,2,Kharadi,1075,7441,3.0,80.0,2009.0,-12.0
37238,2,Kharadi,1255,6932,2.0,87.0,2014.0,-7.0
37239,2,Kharadi,1245,5622,2.0,70.0,2010.0,-11.0
37259,2,Mundhwa,840,7380,2.0,62.0,2021.0,0.0
37260,2,Ravet,892,5526,2.0,49.3,2024.0,3.0
37261,2,Ravet,829,5826,2.0,48.3,2024.0,3.0
37262,3,Viman Nagar,1535,9771,3.0,150.0,2014.0,-7.0
37263,3,Viman Nagar,1650,8787,3.0,145.0,2014.0,-7.0
37264,2,Viman Nagar,1300,10846,2.0,141.0,2008.0,-13.0
37265,3,Viman Nagar,1750,7714,3.0,135.0,2014.0,-7.0
37266,3,Kalyani Nagar,2990,12374,3.0,370.0,2009.0,-12.0
37267,3,Viman Nagar,1300,10000,3.0,130.0,2014.0,-7.0
37268,2,Viman Nagar,1100,11363,2.0,125.0,2012.0,-9.0
37269,2,Wakad,911,5228,2.0,47.63,2013.0,-8.0
37270,3,Viman Nagar,2810,6085,4.0,171.0,2014.0,-7.0
37272,2,Tathawade,948,5116,2.0,48.5,2022.0,1.0
37274,3,Viman Nagar,1690,11538,4.0,195.0,2014.0,-7.0
37275,4,Kalyani Nagar,2952,14227,4.0,420.0,2009.0,-12.0
37276,3,Viman Nagar,1900,10000,3.0,190.0,2009.0,-12.0
37277,3,Viman Nagar,1850,10000,3.0,185.0,2009.0,-12.0
37314,2,Kalyani Nagar,1350,6666,2.0,90.0,2021.0,0.0
37315,2,Wakad,653,9531,2.0,62.24,2022.0,1.0
37317,2,Kalyani Nagar,1200,6416,2.0,77.0,2009.0,-12.0
37318,2,Wakad,800,7637,2.0,61.1,2023.0,2.0
37319,1,Wakad,560,7691,1.0,43.07,2023.0,2.0
37320,1,Kalyani Nagar,550,11818,1.0,65.0,2013.0,-8.0
37322,4,Kharadi,4300,6046,5.0,260.0,2014.0,-7.0
37323,1,Wakad,600,7431,1.0,44.58,2023.0,2.0
37325,2,Wakad,850,7949,2.0,67.57,2023.0,2.0
37327,2,Ravet,883,5715,2.0,50.46,2023.0,2.0
37329,2,Wakad,900,7052,2.0,63.47,2021.0,0.0
37350,2,Wakad,824,7560,,62.29,2020.0,-1.0
37351,1,Tathawade,407,10606,,43.16,2022.0,1.0
37355,2,Wakad,823,7560,,62.21,2020.0,-1.0
37357,1,Tathawade,340,10604,,36.05,2022.0,1.0
37360,2,Sus,632,10286,,65.01,2018.0,-3.0
37361,2,Magarpatta,1500,5666,2.0,84.99,2020.0,-1.0
37362,2,Sus,610,10287,,62.75,2018.0,-3.0
37370,2,Sus,857,9245,,79.23,2021.0,0.0
37371,2,Sus,1021,6745,2.0,68.87,2022.0,1.0
37372,2,Moshi,1002,4366,2.0,43.75,2022.0,1.0
37373,3,Hadapsar,1500,9333,3.0,140.0,2010.0,-11.0
37374,2,Moshi,1002,4361,2.0,43.7,2022.0,1.0
37375,2,Moshi,1002,4356,2.0,43.65,2022.0,1.0
37376,2,Moshi,1002,4351,2.0,43.6,2022.0,1.0
37378,2,Hadapsar,1250,7360,2.0,92.0,2010.0,-11.0
37379,2,Moshi,939,4467,2.0,41.95,2022.0,1.0
37381,3,Viman Nagar,1500,10000,3.0,150.0,2017.0,-4.0
37382,2,Wakad,967,6308,2.0,61.0,2023.0,2.0
37383,2,Kothrud,1259,10087,2.0,127.0,2022.0,1.0
37385,3,Balewadi,1574,5717,3.0,90.0,2022.0,1.0
37386,3,Balewadi,1557,7064,3.0,110.00000000000001,2022.0,1.0
37387,1,Dattanagar,576,6597,1.0,38.0,2014.0,-7.0
37388,2,Bavdhan,904,8296,2.0,75.0,2023.0,2.0
37389,2,Balewadi,1100,6545,2.0,72.0,2008.0,-13.0
37390,3,Viman Nagar,2300,10000,3.0,229.99999999999997,2012.0,-9.0
37391,4,Viman Nagar,3300,6969,4.0,229.99999999999997,2017.0,-4.0
37392,3,Viman Nagar,2710,8118,4.0,220.00000000000003,2017.0,-4.0
37393,3,Viman Nagar,2700,8148,4.0,220.00000000000003,2017.0,-4.0
37414,2,Kalyani Nagar,793,10970,2.0,87.0,2013.0,-8.0
37415,2,Kalyani Nagar,1100,7727,2.0,85.0,2014.0,-7.0
37416,2,Kalyani Nagar,1050,8095,2.0,85.0,2016.0,-5.0
37417,2,Kalyani Nagar,727,11416,2.0,83.0,2016.0,-5.0
37419,2,Kalyani Nagar,727,11004,2.0,80.0,2016.0,-5.0
37440,2,Manjari,726,8539,2.0,62.0,2024.0,3.0
37442,2,Kalyani Nagar,908,11123,2.0,101.0,2014.0,-7.0
37443,2,Kalyani Nagar,1050,9523,2.0,100.0,2003.0,-18.0
37444,2,Wagholi,1250,4360,2.0,54.5,2014.0,-7.0
37445,2,Kalyani Nagar,980,10102,2.0,99.0,2011.0,-10.0
37446,2,Kalyani Nagar,1200,8166,2.0,98.0,2003.0,-18.0
37447,2,Kalyani Nagar,1090,8899,2.0,97.0,2016.0,-5.0
37448,2,Kalyani Nagar,1000,9500,2.0,95.0,2011.0,-10.0
37449,2,Kalyani Nagar,1100,8454,2.0,93.0,2007.0,-14.0
37450,2,Kalyani Nagar,1224,7598,2.0,93.0,2013.0,-8.0
37451,2,Kalyani Nagar,1250,9600,2.0,120.0,2011.0,-10.0
37452,3,Kalyani Nagar,1660,7228,2.0,120.0,2013.0,-8.0
37453,3,Kalyani Nagar,1301,9069,3.0,118.0,2016.0,-5.0
37454,1,Manjari,450,8444,1.0,38.0,2024.0,3.0
37455,2,Kalyani Nagar,1040,11057,2.0,114.99999999999999,2003.0,-18.0
37456,2,Kalyani Nagar,1045,11004,2.0,114.99999999999999,2003.0,-18.0
37457,3,Kalyani Nagar,1003,10967,3.0,110.00000000000001,2014.0,-7.0
37458,2,Kalyani Nagar,1200,9166,2.0,110.00000000000001,2003.0,-18.0
37459,3,Kalyani Nagar,1420,7535,3.0,107.0,2006.0,-15.0
37460,2,Kharadi,592,14261,,84.42,2022.0,1.0
37461,2,Baner,942,9491,,89.4,2021.0,0.0
37463,2,Kharadi,591,14264,,84.15,2022.0,1.0
37464,2,Baner,974,9462,,92.16,2021.0,0.0
37466,2,Baner,925,9506,,87.93,2021.0,0.0
37468,2,Baner,932,9496,,88.51,2021.0,0.0
37469,2,Baner,929,9403,,87.35,2021.0,0.0
37470,3,Mamurdi,1353,4300,,58.17,2017.0,-4.0
37471,2,Mamurdi,1091,4784,,52.19,2017.0,-4.0
37480,3,Kharadi,1270,7086,2.0,90.0,2015.0,-6.0
37482,2,Kharadi,850,9647,2.0,82.0,2016.0,-5.0
37484,2,Kharadi,1300,6307,2.0,82.0,2015.0,-6.0
37485,3,Kharadi,1200,6333,3.0,76.0,2007.0,-14.0
37487,2,Kharadi,1050,6857,2.0,72.0,2013.0,-8.0
37488,2,Kharadi,1200,6083,2.0,73.0,2015.0,-6.0
37489,2,Kharadi,1115,6636,2.0,74.0,2018.0,-3.0
37490,2,Kharadi,1072,6436,2.0,69.0,2016.0,-5.0
37491,2,Kharadi,1300,5000,2.0,65.0,2011.0,-10.0
37514,2,Hinjewadi,672,9289,,62.42,2022.0,1.0
37515,2,Hinjewadi,674,9275,,62.42,2022.0,1.0
37516,3,Hinjewadi,846,9277,,78.49,2022.0,1.0
37517,2,Hinjewadi,607,10147,,61.49,2022.0,1.0
37518,2,Hinjewadi,653,9352,,60.97,2022.0,1.0
37522,2,Kharadi,837,8363,2.0,70.0,2025.0,4.0
37523,3,Wanowrie,1450,10000,3.0,145.0,2013.0,-8.0
37524,2,Tathawade,654,8780,,57.33,2021.0,0.0
37526,2,Tathawade,790,8554,,67.49,2021.0,0.0
37540,1,Tathawade,451,7921,,35.72,2023.0,2.0
37541,2,Tathawade,678,8143,,55.21,2023.0,2.0
37542,2,Tathawade,1020,4705,2.0,48.0,2024.0,3.0
37543,2,Hinjewadi,900,4888,2.0,44.0,2027.0,6.0
37544,2,Hinjewadi,1130,5486,2.0,62.0,2022.0,1.0
37545,2,Thergaon,990,6262,2.0,62.0,2025.0,4.0
37547,2,Tathawade,950,4736,2.0,45.0,2022.0,1.0
37548,2,Tathawade,1000,5200,2.0,52.0,2026.0,5.0
37549,2,Tathawade,1060,4622,2.0,49.0,2022.0,1.0
37552,2,Thergaon,1060,5849,2.0,62.0,2025.0,4.0
37553,2,Ravet,1020,4632,2.0,47.25,2023.0,2.0
37555,2,Ravet,1020,4411,2.0,45.0,2023.0,2.0
37556,2,Ravet,1060,5094,2.0,54.0,2026.0,5.0
37557,2,Ravet,900,4666,2.0,42.0,2022.0,1.0
37558,2,Ravet,1020,4411,2.0,45.0,2023.0,2.0
37559,3,Ravet,1250,4799,2.0,59.99,2023.0,2.0
37561,3,Tathawade,1300,4384,3.0,57.0,2022.0,1.0
37562,3,Ravet,1250,4400,,55.0,2021.0,0.0
37563,1,Ravet,630,4761,1.0,30.0,2025.0,4.0
37566,2,Ravet,1150,4782,2.0,55.0,2022.0,1.0
37567,2,Tathawade,890,4831,2.0,43.0,2023.0,2.0
37568,2,Thergaon,1250,6960,3.0,87.0,2023.0,2.0
37569,2,Ravet,1150,5130,2.0,59.0,2022.0,1.0
37570,3,Ravet,1240,4314,2.0,53.5,2023.0,2.0
37573,1,Tathawade,670,4776,1.0,32.0,2024.0,3.0
37574,1,Tathawade,685,4452,1.0,30.5,2024.0,3.0
37575,1,Tathawade,630,5238,1.0,33.0,2024.0,3.0
37576,1,Tathawade,650,5769,1.0,37.5,2024.0,3.0
37577,3,Tathawade,1350,5111,3.0,69.0,2022.0,1.0
37578,1,Tathawade,650,5000,1.0,32.5,2024.0,3.0
37579,1,Tathawade,650,5076,1.0,33.0,2023.0,2.0
37594,2,Wakad,1020,5737,1.0,58.52,2023.0,2.0
37595,2,Tathawade,1020,5294,1.0,54.0,2024.0,3.0
37599,3,Kalyani Nagar,1354,8862,3.0,120.0,2018.0,-3.0
37601,2,Kalyani Nagar,1086,8103,2.0,88.0,2021.0,0.0
37602,2,Kalyani Nagar,1100,7545,2.0,83.0,2021.0,0.0
37604,2,Baner,1482,6072,3.0,90.0,2013.0,-8.0
37607,2,Tathawade,910,5274,2.0,48.0,2022.0,1.0
37608,2,Wagholi,750,5466,2.0,41.0,2020.0,-1.0
37609,2,Lohegaon,779,6161,2.0,48.0,2017.0,-4.0
37610,1,Bhugaon,658,4559,1.0,30.0,2021.0,0.0
37620,2,NIBM Annex Mohammadwadi,1022,5849,2.0,59.78,2020.0,-1.0
37621,2,Kharadi,1050,6857,2.0,72.0,2016.0,-5.0
37622,2,Kharadi,1000,7000,2.0,70.0,2013.0,-8.0
37623,2,Kharadi,1050,6380,2.0,67.0,2011.0,-10.0
37624,2,Kharadi,980,6632,2.0,65.0,2017.0,-4.0
37625,2,NIBM Annex Mohammadwadi,1030,7342,2.0,75.63,2019.0,-2.0
37626,2,Kharadi,990,6565,2.0,65.0,2013.0,-8.0
37627,2,Kharadi,728,8653,2.0,63.0,2014.0,-7.0
37628,4,Koregaon Park,2990,13478,4.0,403.0,2006.0,-15.0
37629,3,Koregaon Park,1858,16146,3.0,300.0,2006.0,-15.0
37630,2,NIBM Annex Mohammadwadi,825,7527,2.0,62.1,2022.0,1.0
37631,3,Koregaon Park,2600,8846,3.0,229.99999999999997,2009.0,-12.0
37632,2,NIBM Annex Mohammadwadi,718,7807,2.0,56.06,2020.0,-1.0
37633,3,Koregaon Park,1500,14666,3.0,220.00000000000003,2011.0,-10.0
37634,2,NIBM Annex Mohammadwadi,755,8225,2.0,62.1,2019.0,-2.0
37635,3,Koregaon Park,1600,12500,3.0,200.0,2013.0,-8.0
37636,3,Koregaon Park,1400,11428,3.0,160.0,2016.0,-5.0
